aluminium,arsenic,cadmium,chloramine,chromium,is_safe
2.21,0.012,0.001,1.16,0.05,1
2.34,0.009,0.005,0.95,0.04,1
2.07,0.012,0.003,2.08,0.04,1
2.78,0.009,0.003,3.37,0.04,1
2.04,0.016,0.004,2.03,0.08,1
0.42,0.006,0.005,2.7,0.07,1
0.12,0.002,0.004,1.15,0.03,1
0.28,0.007,0.003,2.86,0.06,1
0.91,0.018,0.001,1.17,0.09,1
0.4,0.004,0.002,0.7,0.06,1
0.29,0.015,0.005,3.72,0.04,1
0.97,0.009,0.003,2.12,0.07,1
0.84,0.006,0.002,3.38,0.06,1
2.47,0.011,0.004,1.64,0.06,1
0.4,0.011,0.001,3.35,0.03,1
0.68,0.003,0.003,0.54,0.04,1
1.62,0.011,0.004,1.11,0.04,1
2.23,0.007,0.005,1.57,0.07,1
1.67,0.008,0.003,1.46,0.08,1
0.41,0.013,0.001,2.62,0.02,1
1.41,0.011,0.002,3.12,0.1,1
1.84,0.02,0.005,3.31,0.09,1
0.82,0.01,0.003,2.49,0.08,1
0.74,0.02,0.002,1.1,0.08,1
2.24,0.009,0.004,0.12,0.02,1
2.07,0.016,0.003,2.32,0.02,1
0.26,0.007,0.002,2.41,0.09,1
2.12,0.014,0.004,3.16,0.03,1
1.95,0.005,0.001,1.34,0.01,1
0.41,0.004,0.005,3.69,0.03,1
1.23,0.017,0.003,2.29,0.1,1
2.33,0.017,0.004,2.72,0.02,1
2.4,0.017,0.001,3.23,0.04,1
2.24,0.005,0.001,0.48,0.07,1
1.4,0.016,0.003,1.78,0.03,1
0.63,0.012,0.003,3.15,0.09,1
1.21,0.008,0.003,0.22,0.08,1
0.45,0.017,0.004,3.52,0.1,1
1.81,0.005,0.002,2.14,0.06,1
2.59,0.003,0.001,2.79,0.02,1
2.33,0.011,0.002,2.43,0.02,1
0.11,0.012,0.002,3.14,0.05,1
0.81,0.001,0.004,3.04,0.03,1
1.54,0.001,0.002,0.13,0.01,1
0.23,0.018,0.005,0.18,0.04,1
0.71,0.014,0.005,0.38,0.09,1
0.57,0.015,0.002,2.02,0.07,1
2.14,0.019,0.001,2.18,0.04,1
2.58,0.006,0.004,1.33,0.04,1
2.32,0.017,0.005,3.42,0.08,1
1.78,0.008,0.003,0.2,0.06,1
0.92,0.002,0.001,0.25,0.05,1
0.88,0.003,0.004,0.59,0.04,1
0.96,0.008,0.004,2.36,0.04,1
1.78,0.014,0.002,3.45,0.04,1
1.5,0.009,0.004,2.66,0.04,1
1.1,0.003,0.003,3.06,0.08,1
2.12,0.014,0.004,2.12,0.07,1
1.69,0.013,0.001,3.71,0.08,1
0.15,0.002,0.004,1.5,0.07,1
1.56,0.008,0.005,0.98,0.09,1
2.01,0.009,0.003,0.93,0.05,1
1.6,0.003,0.003,1.91,0.06,1
0.7,0.008,0.002,2.29,0.08,1
1.65,0.017,0.005,2.52,0.06,1
0.16,0.01,0.001,2.22,0.04,1
1.82,0.016,0.003,2.56,0.07,1
0.61,0.012,0.002,2.21,0.02,1
2.51,0.002,0.002,2.69,0.06,1
0.62,0.019,0.005,1.34,0.02,1
0.39,0.02,0.002,3.66,0.06,1
2.36,0.01,0.003,0.71,0.08,1
0.71,0.012,0.003,1.08,0.06,1
1.82,0.011,0.002,1.13,0.08,1
1.33,0.018,0.002,2.11,0.04,1
0.5,0.001,0.002,1.71,0.07,1
2.47,0.014,0.004,2.43,0.02,1
2.16,0.003,0.003,2.45,0.06,1
1.61,0.009,0.002,0.47,0.09,1
1.97,0.005,0.003,1.38,0.02,1
2.47,0.015,0.003,2.09,0.06,1
0.14,0.004,0.005,0.89,0.03,1
2.24,0.018,0.004,3.57,0.1,1
1.03,0.004,0.001,2.2,0.08,1
1.28,0.001,0.005,3.98,0.01,1
0.95,0.005,0.002,3.22,0.08,1
2.74,0.017,0.001,2.26,0.04,1
0.31,0.019,0.004,2.3,0.08,1
0.5,0.008,0.005,3.1,0.04,1
0.16,0.003,0.004,3.94,0.02,1
1.14,0.006,0.002,2.59,0.06,1
1.63,0.004,0.003,0.44,0.03,1
1.04,0.018,0.001,0.11,0.06,1
0.81,0.005,0.005,3.84,0.03,1
2.34,0.005,0.003,0.79,0.06,1
1.85,0.01,0.004,0.47,0.08,1
1.97,0.007,0.002,1.21,0.08,1
0.64,0.008,0.002,2.94,0.08,1
0.65,0.002,0.001,3.05,0.08,1
0.25,0.012,0.004,3.38,0.02,1
2.15,0.005,0.004,2.33,0.1,1
0.97,0.007,0.002,2.28,0.03,1
1.23,0.008,0.002,2.33,0.08,1
1.76,0.015,0.002,0.76,0.09,1
1.17,0.001,0.004,1.94,0.09,1
2.75,0.011,0.004,2.26,0.08,1
1.45,0.014,0.005,3.7,0.02,1
0.48,0.005,0.004,2.93,0.07,1
0.41,0.005,0.005,1.4,0.04,1
1.67,0.002,0.003,3.06,0.04,1
1.21,0.005,0.002,2.07,0.04,1
1.57,0.004,0.004,1.99,0.05,1
2.3,0.004,0.003,0.25,0.09,1
1.9,0.011,0.002,1.13,0.03,1
1.89,0.008,0.001,2.06,0.03,1
1.99,0.004,0.002,2.98,0.06,1
1.52,0.014,0.001,0.74,0.05,1
2.62,0.005,0.004,3.95,0.04,1
1.12,0.014,0.004,0.86,0.02,1
2.22,0.014,0.004,0.71,0.08,1
2.46,0.017,0.004,0.86,0.03,1
1.34,0.019,0.002,2.98,0.09,1
2.69,0.011,0.002,1.79,0.03,1
0.89,0.006,0.003,0.75,0.04,1
1.04,0.018,0.004,3.71,0.02,1
2.39,0.014,0.004,2.38,0.05,1
1.09,0.018,0.003,3.7,0.05,1
2.39,0.005,0.002,3.1,0.1,1
0.61,0.02,0.001,3.43,0.02,1
0.86,0.011,0.003,1,0.05,1
0.52,0.012,0.001,1.3,0.04,1
2.72,0.003,0.002,3.07,0.03,1
1.21,0.017,0.002,2.51,0.03,1
1.48,0.006,0.001,0.12,0.02,1
2.65,0.002,0.003,1.25,0.08,1
1.3,0.003,0.003,1.5,0.05,1
1.13,0.004,0.002,1.01,0.03,1
2.39,0.016,0.001,3.42,0.01,1
0.55,0.016,0.004,3.25,0.1,1
1.08,0.001,0.003,1.2,0.04,1
0.3,0.013,0.004,1.27,0.05,1
1.8,0.009,0.004,2.64,0.08,1
0.26,0.004,0.005,1.16,0.03,1
0.45,0.017,0.001,1.93,0.02,1
1,0.006,0.004,1.36,0.06,1
1.56,0.014,0.001,3.32,0.04,1
1.73,0.014,0.003,2.32,0.04,1
1.8,0.002,0.001,0.95,0.08,1
1.66,0.013,0.005,3.42,0.03,1
2.02,0.004,0.004,0.7,0.02,1
1.39,0.012,0.002,1.12,0.05,1
0.55,0.017,0.003,0.17,0.08,1
2,0.007,0.003,1.93,0.04,1
1.2,0.014,0.002,2.17,0.06,1
0.94,0.016,0.002,3.65,0.06,1
0.18,0.019,0.002,3.38,0.04,1
1.08,0.001,0.003,2.11,0.09,1
2.72,0.019,0.003,2.31,0.07,1
2.75,0.018,0.004,2.62,0.05,1
1.26,0.02,0.003,0.76,0.02,1
2.32,0.006,0.004,0.74,0.08,1
1.55,0.003,0.001,2.05,0.1,1
1.28,0.019,0.002,2.01,0.01,1
2.69,0.009,0.002,0.53,0.05,1
1.06,0.011,0.002,2.44,0.03,1
2.21,0.013,0.002,1.32,0.02,1
1.44,0.008,0.004,0.14,0.05,1
0.99,0.015,0.004,1.51,0.07,1
2.4,0.011,0.003,2.82,0.02,1
0.64,0.01,0.002,0.65,0.08,1
0.86,0.007,0.004,1.5,0.05,1
2.76,0.019,0.005,0.96,0.04,1
1.07,0.016,0.004,0.85,0.03,1
0.1,0.018,0.003,1.54,0.06,1
2.35,0.005,0.002,2.24,0.07,1
1.95,0.014,0.002,2.11,0.03,1
0.71,0.02,0.004,0.81,0.05,1
1.66,0.007,0.002,3.8,0.09,1
1.01,0.007,0.004,3.47,0.02,1
2.71,0.008,0.004,3.03,0.01,1
2.7,0.006,0.003,1.03,0.04,1
1.25,0.016,0.002,1.8,0.09,1
1.75,0.011,0.001,3.67,0.03,1
1.34,0.004,0.004,3.44,0.09,1
1.18,0.011,0.002,1.57,0.04,1
1.06,0.009,0.002,0.28,0.04,1
0.17,0.004,0.003,3.26,0.1,1
0.94,0.013,0.002,3.38,0.08,1
1.97,0.005,0.003,3.99,0.06,1
2.03,0.016,0.005,1.77,0.01,1
1.62,0.004,0.001,0.4,0.07,1
0.63,0.012,0.002,1.72,0.04,1
1.16,0.015,0.001,0.61,0.05,1
2.19,0.004,0.002,1.3,0.08,1
2.48,0.004,0.002,2.93,0.09,1
0.22,0.009,0.003,0.22,0.07,1
2.16,0.009,0.001,3.01,0.06,1
0.15,0.009,0.005,1.59,0.07,1
0.89,0.003,0.004,3.85,0.05,1
2.17,0.012,0.004,0.7,0.05,1
0.63,0.002,0.005,3.02,0.04,1
0.97,0.003,0.002,2.33,0.03,1
0.94,0.013,0.003,2.73,0.04,1
1.51,0.019,0.005,0.15,0.06,1
0.79,0.012,0.003,2.92,0.09,1
0.11,0.004,0.003,0.77,0.09,1
0.52,0.001,0.002,2.65,0.07,1
0.32,0.015,0.003,1.57,0.02,1
1.86,0.008,0.003,2.45,0.03,1
0.93,0.01,0.002,0.15,0.05,1
2.19,0.008,0.004,3.08,0.02,1
2.37,0.004,0.005,1.5,0.02,1
1.53,0.005,0.001,1.04,0.02,1
0.65,0.001,0.001,3.79,0.05,1
2.56,0.014,0.002,1.16,0.05,1
1.82,0.018,0.004,2.97,0.02,1
0.65,0.011,0.004,1.62,0.07,1
1.5,0.007,0.002,3.89,0.01,1
1.79,0.018,0.004,3.99,0.01,1
0.97,0.015,0.003,2.89,0.04,1
1.82,0.018,0.005,2.88,0.06,1
1.56,0.006,0.004,1.73,0.07,1
0.32,0.004,0.004,3.05,0.04,1
2.49,0.003,0.001,2.63,0.09,1
2.18,0.002,0.004,1.35,0.09,1
1.19,0.015,0.003,0.98,0.06,1
0.74,0.003,0.004,1.06,0.08,1
0.17,0.008,0.003,1.72,0.05,1
0.76,0.019,0.002,0.88,0.08,1
1.34,0.012,0.001,1.79,0.03,1
2.74,0.002,0.001,3.98,0.03,1
1.53,0.013,0.002,2.44,0.02,1
0.73,0.003,0.003,0.12,0.04,1
2.29,0.008,0.003,0.36,0.07,1
0.85,0.02,0.003,2.95,0.08,1
2.56,0.01,0.002,0.52,0.01,1
1.79,0.02,0.002,2.87,0.1,1
0.69,0.007,0.001,1.51,0.03,1
0.76,0.014,0.004,3.74,0.06,1
2.31,0.001,0.003,2.6,0.09,1
1.83,0.019,0.001,2.03,0.04,1
0.15,0.01,0.003,1.93,0.08,1
0.81,0.015,0.005,3.92,0.1,1
2.12,0.015,0.005,0.35,0.06,1
0.86,0.02,0.001,1.13,0.01,1
2.43,0.002,0.002,2.72,0.05,1
1.98,0.014,0.002,3.16,0.04,1
2.44,0.01,0.005,0.45,0.1,1
2.21,0.009,0.005,1.15,0.02,1
1.51,0.016,0.002,3.27,0.02,1
2,0.002,0.003,2.21,0.1,1
1.64,0.006,0.003,1.79,0.04,1
2.55,0.019,0.003,1.75,0.09,1
0.61,0.012,0.004,0.57,0.09,1
0.44,0.002,0.005,1.11,0.04,1
2.48,0.002,0.004,2.46,0.09,1
0.17,0.015,0.005,1.71,0.08,1
1.91,0.014,0.002,0.5,0.07,1
0.83,0.017,0.004,3.7,0.06,1
0.43,0.012,0.002,1.46,0.04,1
2.73,0.014,0.004,3.24,0.07,1
1.78,0.016,0.004,0.32,0.03,1
2.41,0.005,0.002,0.25,0.02,1
1.64,0.009,0.002,0.65,0.05,1
2.09,0.01,0.002,1.91,0.05,1
1.6,0.011,0.001,1.28,0.03,1
1.68,0.019,0.005,0.99,0.09,1
1.16,0.02,0.005,3.75,0.09,1
0.85,0.003,0.001,0.11,0.08,1
1.38,0.014,0.003,1.59,0.08,1
0.48,0.002,0.001,2.6,0.04,1
0.13,0.003,0.003,1.88,0.05,1
0.29,0.011,0.001,1.77,0.02,1
0.46,0.005,0.001,1.03,0.04,1
2.59,0.017,0.002,0.66,0.04,1
1.54,0.011,0.002,3.57,0.05,1
0.69,0.011,0.004,0.73,0.03,1
0.89,0.01,0.001,1.64,0.03,1
2.78,0.01,0.005,3.26,0.02,1
2.07,0.01,0.002,2.61,0.05,1
1.26,0.007,0.004,2.69,0.06,1
1.97,0.001,0.002,2.1,0.04,1
2.01,0.011,0.003,3.98,0.09,1
2.57,0.011,0.002,1.33,0.04,1
0.44,0.018,0.004,1.43,0.03,1
0.41,0.019,0.003,1.85,0.06,1
0.94,0.02,0.004,1.23,0.07,1
0.17,0.006,0.002,1.5,0.1,1
2.63,0.014,0.005,2.84,0.06,1
2.21,0.017,0.004,0.74,0.03,1
1.33,0.007,0.001,3.3,0.06,1
0.58,0.017,0.002,2.8,0.03,1
1.6,0.016,0.005,2.69,0.05,1
2.65,0.005,0.003,0.89,0.02,1
0.79,0.017,0.002,3.87,0.06,1
0.79,0.01,0.001,2.21,0.07,1
1.66,0.005,0.004,2.39,0.05,1
1.83,0.005,0.003,0.37,0.02,1
1.73,0.008,0.003,1.34,0.07,1
0.2,0.007,0.005,2.82,0.04,1
2.68,0.001,0.002,3.84,0.08,1
2.33,0.017,0.005,3.43,0.01,1
2.72,0.003,0.001,2.31,0.06,1
1.61,0.009,0.001,2.88,0.09,1
1.48,0.015,0.003,3.43,0.01,1
1.57,0.017,0.004,2.99,0.04,1
2.5,0.003,0.002,0.37,0.04,1
0.3,0.008,0.004,0.73,0.05,1
1.72,0.005,0.001,3.12,0.08,1
2.01,0.01,0.004,2.81,0.04,1
2.51,0.01,0.003,3.97,0.05,1
1.39,0.008,0.003,1.19,0.08,1
0.58,0.005,0.004,1.21,0.04,1
1.4,0.016,0.003,2.94,0.04,1
2.29,0.018,0.001,3.3,0.09,1
0.89,0.018,0.004,2.2,0.04,1
2.26,0.016,0.003,0.36,0.04,1
1.12,0.001,0.002,0.3,0.05,1
2.46,0.016,0.002,1.67,0.04,1
0.38,0.01,0.003,2.06,0.05,1
0.71,0.002,0.004,1.22,0.03,1
2.25,0.004,0.003,1.74,0.03,1
2.35,0.004,0.002,3.42,0.08,1
1.62,0.002,0.003,2.11,0.02,1
1.76,0.012,0.002,0.39,0.06,1
2.5,0.009,0.004,3.83,0.07,1
1.87,0.01,0.002,0.21,0.09,1
1.69,0.003,0.003,3.23,0.05,1
0.26,0.008,0.002,1.93,0.1,1
1.78,0.013,0.004,1.4,0.09,1
0.34,0.003,0.004,2.13,0.02,1
0.6,0.017,0.005,3.95,0.05,1
2.5,0.016,0.001,2.01,0.06,1
1.84,0.013,0.002,2.44,0.06,1
1.36,0.006,0.003,3.85,0.03,1
0.26,0.015,0.005,0.82,0.05,1
2.14,0.008,0.003,1.39,0.04,1
0.4,0.002,0.003,3.52,0.06,1
2.67,0.015,0.003,0.61,0.01,1
0.3,0.005,0.001,2.87,0.07,1
1.87,0.016,0.004,1.47,0.01,1
0.48,0.016,0.001,1.67,0.06,1
2.01,0.01,0.005,2.2,0.06,1
1.32,0.014,0.002,0.16,0.09,1
2.19,0.007,0.002,2.39,0.04,1
2.64,0.018,0.003,2.21,0.06,1
1.02,0.019,0.003,2.5,0.05,1
1.06,0.009,0.003,0.71,0.09,1
1.24,0.007,0.004,2.04,0.05,1
0.69,0.019,0.002,0.64,0.01,1
0.4,0.01,0.005,2.49,0.09,1
1.53,0.012,0.002,2.96,0.07,1
2.58,0.017,0.005,0.31,0.05,1
0.27,0.005,0.003,1.21,0.07,1
1.82,0.019,0.003,1.93,0.07,1
1.07,0.006,0.005,3.5,0.05,1
1.96,0.01,0.004,1.62,0.05,1
0.41,0.013,0.005,1.15,0.07,1
1.23,0.016,0.004,1.44,0.1,1
0.42,0.007,0.003,0.22,0.01,1
0.91,0.008,0.002,1.47,0.09,1
0.32,0.01,0.005,2.22,0.07,1
0.63,0.018,0.004,2.35,0.01,1
2.66,0.017,0.004,2.62,0.08,1
2.65,0.013,0.005,0.94,0.08,1
2.61,0.004,0.001,2.06,0.04,1
2.11,0.013,0.003,1.63,0.05,1
0.63,0.013,0.004,3.73,0.04,1
1.73,0.001,0.005,0.74,0.07,1
2.03,0.015,0.002,0.25,0.02,1
1.55,0.01,0.002,0.4,0.07,1
0.83,0.006,0.004,1.62,0.09,1
1.35,0.009,0.003,1,0.04,1
2.36,0.016,0.003,1.02,0.05,1
1.04,0.006,0.003,1.88,0.1,1
2.61,0.011,0.003,3.94,0.04,1
0.38,0.005,0.004,0.51,0.01,1
1.63,0.007,0.003,3.43,0.02,1
0.8,0.011,0.005,0.17,0.08,1
0.36,0.01,0.003,1.26,0.04,1
0.2,0.02,0.004,1.45,0.02,1
1.29,0.003,0.004,0.33,0.03,1
0.73,0.005,0.001,3.35,0.05,1
0.99,0.015,0.005,3.97,0.07,1
2.57,0.012,0.003,0.61,0.07,1
1.76,0.011,0.002,0.35,0.06,1
2.77,0.002,0.003,0.31,0.06,1
1.66,0.017,0.002,2.19,0.05,1
0.45,0.016,0.005,0.73,0.05,1
2.76,0.013,0.001,3.22,0.04,1
2.56,0.007,0.004,1.07,0.04,1
0.66,0.019,0.003,3.53,0.06,1
2.53,0.019,0.004,1,0.01,1
2.3,0.017,0.001,2.14,0.09,1
1.13,0.019,0.002,3.13,0.08,1
1.32,0.003,0.003,1.88,0.02,1
1.7,0.002,0.004,3.74,0.06,1
2,0.011,0.002,2.99,0.06,1
0.19,0.01,0.004,1.51,0.01,1
0.93,0.008,0.002,3.64,0.08,1
0.98,0.015,0.002,2.06,0.08,1
0.66,0.018,0.003,3.12,0.05,1
2.34,0.015,0.004,2.81,0.08,1
1.6,0.003,0.001,2.57,0.03,1
1.24,0.004,0.004,2.09,0.07,1
1.55,0.006,0.003,3.85,0.06,1
1.7,0.008,0.003,0.8,0.03,1
2.57,0.013,0.002,1.51,0.04,1
1.8,0.01,0.003,0.52,0.05,1
1.16,0.01,0.003,1.97,0.06,1
1.66,0.019,0.001,2.14,0.02,1
0.16,0.018,0.002,0.52,0.02,1
2.2,0.009,0.004,2.83,0.01,1
2.58,0.016,0.004,1.97,0.08,1
0.75,0.007,0.003,2.14,0.06,1
0.87,0.005,0.002,2.05,0.02,1
0.61,0.009,0.004,3.04,0.09,1
2.7,0.017,0.005,0.97,0.09,1
1.51,0.007,0.002,3.92,0.02,1
0.69,0.006,0.001,1.38,0.05,1
1.69,0.006,0.003,1.93,0.01,1
1.76,0.002,0.003,0.86,0.08,1
2.07,0.006,0.002,2.24,0.07,1
0.56,0.019,0.003,2.98,0.06,1
0.96,0.011,0.005,3.35,0.06,1
1.65,0.01,0.004,2,0.05,1
1.55,0.01,0.004,1.75,0.06,1
0.32,0.002,0.005,1.42,0.02,1
2.53,0.01,0.002,2.25,0.02,1
0.35,0.017,0.001,1.76,0.01,1
1.36,0.019,0.002,2.31,0.08,1
2.09,0.02,0.005,1.94,0.09,1
1.27,0.018,0.002,2.6,0.04,1
1.36,0.004,0.003,3.93,0.07,1
2.53,0.014,0.002,2.64,0.05,1
0.99,0.006,0.001,3.69,0.08,1
2.51,0.003,0.002,0.15,0.08,1
1.86,0.016,0.003,3.84,0.07,1
0.37,0.014,0.004,0.85,0.02,1
2.38,0.01,0.004,3.43,0.03,1
2.48,0.01,0.002,2.11,0.07,1
0.37,0.012,0.003,2.8,0.07,1
1.49,0.007,0.001,3.39,0.03,1
1.4,0.006,0.002,0.82,0.1,1
2.59,0.008,0.001,3.52,0.05,1
1.75,0.019,0.005,2.72,0.02,1
2.49,0.019,0.002,2.66,0.08,1
1.22,0.019,0.003,2.32,0.08,1
1.02,0.003,0.003,1.83,0.09,1
2.52,0.002,0.005,2.6,0.06,1
2.45,0.017,0.004,2.97,0.05,1
0.54,0.003,0.003,0.78,0.08,1
1.39,0.002,0.004,0.69,0.1,1
2.61,0.015,0.002,3.2,0.02,1
0.21,0.014,0.003,3.05,0.07,1
1.04,0.006,0.002,3.04,0.02,1
0.65,0.004,0.002,2.22,0.1,1
2.32,0.004,0.001,3.05,0.04,1
0.16,0.016,0.004,1.71,0.05,1
1.8,0.005,0.003,2.96,0.07,1
1.7,0.007,0.004,3.67,0.02,1
0.58,0.008,0.004,2.01,0.07,1
0.58,0.014,0.004,3.18,0.02,1
0.37,0.004,0.002,3.52,0.08,1
1.45,0.014,0.005,1.01,0.09,1
1.7,0.002,0.003,4,0.02,1
1.41,0.011,0.005,0.77,0.07,1
0.55,0.004,0.003,2.24,0.06,1
0.84,0.004,0.002,0.19,0.08,1
2.52,0.011,0.004,1.85,0.04,1
1.5,0.019,0.002,2.76,0.02,1
1.08,0.006,0.002,0.34,0.03,1
1.66,0.018,0.001,2.69,0.02,1
2.64,0.019,0.001,1.33,0.06,1
2.45,0.016,0.002,2.78,0.04,1
1.03,0.02,0.002,3.01,0.04,1
2.27,0.006,0.003,3.62,0.01,1
2.54,0.003,0.002,3.34,0.04,1
0.69,0.007,0.002,1.55,0.08,1
1.39,0.014,0.004,3.68,0.1,1
1.85,0.017,0.002,0.94,0.08,1
1.73,0.02,0.003,3.41,0.07,1
0.5,0.002,0.004,3.45,0.08,1
1.13,0.019,0.004,2.76,0.04,1
0.72,0.016,0.004,1.66,0.06,1
0.63,0.003,0.001,1.94,0.09,1
1.4,0.018,0.001,2.91,0.04,1
1.93,0.007,0.002,3.59,0.06,1
2.67,0.014,0.003,3,0.1,1
1.44,0.013,0.004,2.52,0.07,1
0.15,0.001,0.002,2.04,0.03,1
0.48,0.011,0.002,3.1,0.07,1
1.31,0.012,0.005,3.59,0.03,1
0.51,0.016,0.004,2.99,0.01,1
0.66,0.002,0.001,0.32,0.09,1
2.5,0.003,0.001,0.17,0.03,1
1.8,0.009,0.003,2.75,0.01,1
2.46,0.006,0.004,1.61,0.07,1
2.17,0.011,0.001,0.87,0.05,1
2.72,0.015,0.003,1.37,0.02,1
1.5,0.005,0.004,1.31,0.02,1
0.38,0.012,0.004,2.83,0.04,1
2.12,0.007,0.003,1.29,0.03,1
0.94,0.018,0.004,1.44,0.01,1
0.83,0.019,0.004,2.68,0.06,1
2.12,0.015,0.001,1.16,0.03,1
2.62,0.017,0.005,0.66,0.08,1
2.17,0.014,0.002,1.52,0.03,1
0.73,0.006,0.002,1.01,0.05,1
2.22,0.008,0.003,3.82,0.07,1
0.59,0.017,0.002,2.49,0.03,1
1.11,0.019,0.003,3.58,0.07,1
0.55,0.004,0.004,0.82,0.05,1
0.78,0.002,0.002,2.22,0.05,1
1.08,0.012,0.003,3.9,0.01,1
0.16,0.02,0.005,3.15,0.03,1
2.7,0.006,0.002,0.52,0.07,1
2.12,0.002,0.005,3.51,0.03,1
2.58,0.018,0.003,2.4,0.08,1
1.97,0.02,0.004,1.41,0.09,1
1.95,0.012,0.005,1.34,0.07,1
1.18,0.009,0.004,0.9,0.06,1
1.05,0.013,0.002,1.51,0.06,1
1.57,0.003,0.005,2.75,0.03,1
0.7,0.009,0.004,1.28,0.02,1
1.34,0.02,0.005,3.98,0.04,1
0.11,0.007,0.001,2.48,0.06,1
0.16,0.013,0.004,2.14,0.06,1
1.68,0.007,0.002,1.37,0.03,1
0.45,0.015,0.002,1.46,0.08,1
2.61,0.014,0.004,2.71,0.04,1
0.18,0.009,0.002,1.33,0.08,1
1.8,0.014,0.003,3.26,0.03,1
0.49,0.002,0.004,2.97,0.02,1
0.98,0.013,0.002,0.57,0.08,1
2.73,0.007,0.002,1.11,0.03,1
0.47,0.009,0.003,1.1,0.06,1
1.44,0.002,0.004,0.72,0.05,1
0.38,0.017,0.004,1.04,0.02,1
1.32,0.018,0.005,0.28,0.08,1
0.98,0.001,0.004,3.5,0.04,1
2.63,0.018,0.003,2.72,0.03,1
1,0.004,0.005,0.17,0.01,1
1.45,0.011,0.003,2.66,0.04,1
1.64,0.008,0.002,1.1,0.06,1
0.49,0.02,0.003,3.98,0.1,1
2.55,0.011,0.004,3.55,0.07,1
1.61,0.007,0.002,3.2,0.05,1
0.43,0.011,0.003,1.53,0.07,1
2.16,0.002,0.003,3.8,0.09,1
0.15,0.004,0.001,3.75,0.02,1
2.13,0.004,0.005,0.45,0.09,1
0.22,0.003,0.002,2.94,0.04,1
2.63,0.009,0.005,2.67,0.06,1
0.49,0.012,0.002,0.74,0.06,1
0.35,0.002,0.003,1.39,0.06,1
2.01,0.006,0.002,2.85,0.07,1
0.75,0.013,0.002,2.95,0.07,1
1.63,0.002,0.005,3.69,0.08,1
2.27,0.016,0.001,2.24,0.01,1
2.12,0.016,0.003,2.34,0.09,1
1.65,0.008,0.004,1.33,0.08,1
2.27,0.007,0.002,3.36,0.08,1
1.93,0.01,0.003,0.64,0.05,1
0.72,0.016,0.003,1.99,0.05,1
0.53,0.02,0.002,3.82,0.1,1
1.58,0.019,0.004,2.09,0.05,1
2.31,0.013,0.002,1.01,0.09,1
1.02,0.015,0.003,1.91,0.09,1
0.82,0.007,0.001,1.47,0.04,1
1.76,0.003,0.003,0.52,0.05,1
0.44,0.005,0.003,1.34,0.06,1
2.5,0.006,0.005,0.5,0.05,1
2.45,0.015,0.002,1.14,0.05,1
1.71,0.007,0.002,0.69,0.07,1
2.3,0.015,0.001,3.61,0.08,1
2.69,0.019,0.002,0.21,0.1,1
0.29,0.013,0.004,0.45,0.1,1
1.93,0.004,0.001,1.46,0.06,1
0.39,0.011,0.001,0.81,0.03,1
2.45,0.019,0.003,1.87,0.07,1
0.24,0.003,0.003,2.46,0.07,1
1.89,0.016,0.002,0.2,0.04,1
1.5,0.007,0.004,3.68,0.05,1
2.6,0.02,0.004,2.54,0.02,1
1.52,0.005,0.002,0.36,0.07,1
0.25,0.005,0.005,2.13,0.08,1
2.44,0.005,0.002,2.4,0.04,1
1.92,0.014,0.004,3.84,0.01,1
1.17,0.004,0.005,2.42,0.05,1
0.5,0.017,0.003,1.01,0.02,1
2.77,0.009,0.005,3.23,0.02,1
1.41,0.014,0.002,2.15,0.09,1
1.72,0.003,0.004,0.12,0.1,1
1.44,0.011,0.003,2.07,0.05,1
1.8,0.009,0.004,0.22,0.08,1
0.8,0.017,0.005,0.62,0.09,1
1.91,0.019,0.004,2.4,0.06,1
1.99,0.017,0.003,2.24,0.03,1
1.48,0.019,0.003,0.38,0.03,1
0.48,0.004,0.002,0.95,0.05,1
1.47,0.017,0.002,1.04,0.09,1
1.74,0.015,0.004,3.37,0.05,1
0.93,0.011,0.002,3.38,0.07,1
0.47,0.017,0.005,3.6,0.1,1
1.03,0.01,0.004,1.15,0.08,1
2.58,0.001,0.003,0.18,0.06,1
2.31,0.019,0.003,0.19,0.02,1
0.55,0.002,0.002,2.86,0.09,1
1.68,0.009,0.003,0.55,0.03,1
1.95,0.001,0.003,1.92,0.05,1
1.21,0.019,0.005,3.83,0.06,1
1.75,0.003,0.004,0.28,0.08,1
1.71,0.012,0.001,3.46,0.06,1
2.13,0.011,0.001,2.51,0.09,1
1.83,0.012,0.005,1.44,0.08,1
0.14,0.011,0.002,1.84,0.06,1
1.37,0.005,0.002,0.53,0.09,1
0.22,0.002,0.001,1.32,0.03,1
1.24,0.01,0.005,2.04,0.09,1
1.41,0.019,0.002,2.2,0.08,1
1.59,0.02,0.004,1.31,0.05,1
0.24,0.003,0.002,0.87,0.02,1
1.78,0.02,0.002,3.31,0.07,1
0.97,0.007,0.002,2.11,0.02,1
0.18,0.001,0.005,1.31,0.09,1
1.45,0.008,0.003,2.73,0.05,1
2.16,0.009,0.004,0.3,0.02,1
1.93,0.02,0.004,3.66,0.09,1
1.23,0.012,0.002,0.36,0.01,1
1.91,0.009,0.003,1.46,0.08,1
0.85,0.014,0.004,0.76,0.1,1
1.58,0.016,0.002,0.88,0.1,1
1.17,0.011,0.005,1.98,0.08,1
0.85,0.018,0.004,2.96,0.05,1
2.69,0.007,0.004,3.11,0.06,1
